333                       12	30.00	 9.60	  156.19	  159.41	TurboVbyte
333                       12	30.00	 9.60	  147.26	  141.49	VbyteFPF
333                       12	30.00	 9.60	  140.38	  141.06	SIMDPackFPF
333                       12	30.00	 9.60	  160.25	  130.31	MaskedVByte
333                       13	32.50	10.40	  104.96	  143.77	VSimple
333                       16	40.00	12.80	  128.69	  141.81	TurboForDA
333                       16	40.00	12.80	   62.86	  138.28	TurboPForDA
333                       16	40.00	12.80	  128.62	  126.03	TurboPack
333                       16	40.00	12.80	  130.60	  125.60	TurboPackV
333                       16	40.00	12.80	   62.62	  120.03	TurboPFor
333                       16	40.00	12.80	  128.48	  118.23	TurboFor
333                       18	45.00	14.40	   77.72	  179.76	VarintG8IU
333                       23	57.50	18.40	   12.06	   77.64	lz4
333                       40	100.00	32.00	  170.61	  169.61	Copy
