2316                      10	31.25	10.00	  134.12	  135.08	TurboVbyte
2316                      10	31.25	10.00	  123.90	  123.32	VbyteFPF
2316                      10	31.25	10.00	  122.33	  122.17	SIMDPackFPF
2316                      10	31.25	10.00	  131.85	  111.72	MaskedVByte
2316                      13	40.62	13.00	   86.93	  141.03	VSimple
2316                      14	43.75	14.00	  106.87	  124.68	TurboForDA
2316                      14	43.75	14.00	   53.23	  119.02	TurboPForDA
2316                      14	43.75	14.00	  108.66	  102.36	TurboPackV
2316                      14	43.75	14.00	  106.97	  102.25	TurboPack
2316                      14	43.75	14.00	   53.18	   95.75	TurboPFor
2316                      14	43.75	14.00	  106.83	   95.34	TurboFor
2316                      18	56.25	18.00	   70.02	  149.77	VarintG8IU
2316                      20	62.50	20.00	    9.94	   63.78	lz4
2316                      32	100.00	32.00	  146.20	  151.24	Copy
