1918                      12	30.00	 9.60	  159.41	  163.78	TurboVbyte
1918                      12	30.00	 9.60	  145.49	  148.16	VbyteFPF
1918                      12	30.00	 9.60	  143.20	  146.72	SIMDPackFPF
1918                      12	30.00	 9.60	  159.99	  135.76	MaskedVByte
1918                      13	32.50	10.40	  104.17	  150.15	VSimple
1918                      16	40.00	12.80	  130.12	  145.53	TurboForDA
1918                      16	40.00	12.80	   65.12	  141.78	TurboPForDA
1918                      16	40.00	12.80	  130.30	  131.36	TurboPack
1918                      16	40.00	12.80	  131.65	  129.00	TurboPackV
1918                      16	40.00	12.80	   64.75	  126.96	TurboPFor
1918                      16	40.00	12.80	  130.41	  119.80	TurboFor
1918                      18	45.00	14.40	   79.77	  189.84	VarintG8IU
1918                      23	57.50	18.40	   12.01	   75.50	lz4
1918                      40	100.00	32.00	  167.74	  186.14	Copy
