4116                      18	28.12	 9.00	  234.28	  242.41	TurboVbyte
4116                      18	28.12	 9.00	  226.42	  201.81	MaskedVByte
4116                      18	28.12	 9.00	  199.80	  199.47	VbyteFPF
4116                      18	28.12	 9.00	  197.84	  197.84	SIMDPackFPF
4116                      23	35.94	11.50	  108.78	  235.86	VSimple
4116                      25	39.06	12.50	  205.47	  210.14	TurboPack
4116                      25	39.06	12.50	  204.27	  206.58	TurboPackV
4116                      25	39.06	12.50	   97.96	  202.34	TurboPFor
4116                      25	39.06	12.50	   98.72	  201.29	TurboPForDA
4116                      25	39.06	12.50	  205.73	  200.90	TurboForDA
4116                      25	39.06	12.50	  205.63	  191.64	TurboFor
4116                      27	42.19	13.50	   97.79	  288.14	VarintG8IU
4116                      30	46.88	15.00	   20.07	  143.86	lz4
4116                      64	100.00	32.00	  281.48	  313.98	Copy
