4009                      10	31.25	10.00	  134.14	  136.20	TurboVbyte
4009                      10	31.25	10.00	  124.66	  125.92	VbyteFPF
4009                      10	31.25	10.00	  123.56	  123.79	SIMDPackFPF
4009                      10	31.25	10.00	  133.47	  112.21	MaskedVByte
4009                      13	40.62	13.00	   86.38	  140.32	VSimple
4009                      14	43.75	14.00	  111.31	  124.54	TurboForDA
4009                      14	43.75	14.00	   54.98	  119.32	TurboPForDA
4009                      14	43.75	14.00	  111.57	  108.80	TurboPack
4009                      14	43.75	14.00	  112.67	  108.18	TurboPackV
4009                      14	43.75	14.00	  111.70	   99.87	TurboFor
4009                      14	43.75	14.00	   54.48	   98.54	TurboPFor
4009                      18	56.25	18.00	   71.13	  151.38	VarintG8IU
4009                      20	62.50	20.00	   10.13	   63.38	lz4
4009                      32	100.00	32.00	  153.41	  165.26	Copy
