3090                      10	31.25	10.00	  134.28	  135.09	TurboVbyte
3090                      10	31.25	10.00	  123.72	  123.52	VbyteFPF
3090                      10	31.25	10.00	  122.03	  122.39	SIMDPackFPF
3090                      10	31.25	10.00	  131.84	  111.67	MaskedVByte
3090                      13	40.62	13.00	  108.93	  124.72	TurboForDA
3090                      13	40.62	13.00	   52.89	  119.17	TurboPForDA
3090                      13	40.62	13.00	  109.00	  105.04	TurboPack
3090                      13	40.62	13.00	  109.70	  103.28	TurboPackV
3090                      13	40.62	13.00	   52.60	   97.34	TurboPFor
3090                      13	40.62	13.00	  109.09	   95.97	TurboFor
3090                      16	50.00	16.00	   83.55	  143.87	VSimple
3090                      18	56.25	18.00	   70.09	  149.73	VarintG8IU
3090                      20	62.50	20.00	   10.04	   63.67	lz4
3090                      32	100.00	32.00	  146.39	  151.59	Copy
