1625                      18	28.12	 9.00	  243.70	  243.26	TurboVbyte
1625                      18	28.12	 9.00	  123.57	  233.09	VSimple
1625                      18	28.12	 9.00	  205.24	  199.52	VbyteFPF
1625                      18	28.12	 9.00	  202.64	  198.52	SIMDPackFPF
1625                      18	28.12	 9.00	  234.95	  197.69	MaskedVByte
1625                      25	39.06	12.50	  211.11	  208.86	TurboPack
1625                      25	39.06	12.50	  211.74	  204.43	TurboPackV
1625                      25	39.06	12.50	  210.37	  201.68	TurboForDA
1625                      25	39.06	12.50	   97.47	  199.26	TurboPForDA
1625                      25	39.06	12.50	  211.07	  192.22	TurboFor
1625                      25	39.06	12.50	   96.81	  190.74	TurboPFor
1625                      27	42.19	13.50	   98.40	  285.82	VarintG8IU
1625                      30	46.88	15.00	   19.64	  142.71	lz4
1625                      64	100.00	32.00	  299.03	  316.46	Copy
