1169                      23	26.14	 8.36	  151.85	  314.06	VSimple
1169                      24	27.27	 8.73	  303.92	  306.80	TurboVbyte
1169                      24	27.27	 8.73	  290.96	  244.16	MaskedVByte
1169                      24	27.27	 8.73	  247.20	  221.11	VbyteFPF
1169                      24	27.27	 8.73	  245.27	  219.69	SIMDPackFPF
1169                      27	30.68	 9.82	  110.92	  393.70	VarintG8IU
1169                      34	38.64	12.36	  300.86	  292.57	TurboPack
1169                      34	38.64	12.36	  302.92	  289.58	TurboPackV
1169                      34	38.64	12.36	  300.94	  275.73	TurboFor
1169                      34	38.64	12.36	  124.77	  260.54	TurboPFor
1169                      34	38.64	12.36	  300.77	  243.39	TurboForDA
1169                      34	38.64	12.36	  125.70	  240.84	TurboPForDA
1169                      39	44.32	14.18	   24.74	  149.73	lz4
1169                      88	100.00	32.00	  361.69	  370.15	Copy
