2552                      22	27.50	 8.80	  276.63	  277.74	TurboVbyte
2552                      22	27.50	 8.80	  263.71	  227.20	MaskedVByte
2552                      22	27.50	 8.80	  227.02	  203.36	VbyteFPF
2552                      22	27.50	 8.80	  225.72	  202.57	SIMDPackFPF
2552                      23	28.75	 9.20	  137.44	  255.44	VSimple
2552                      27	33.75	10.80	  105.14	  341.52	VarintG8IU
2552                      31	38.75	12.40	  276.48	  265.69	TurboPack
2552                      31	38.75	12.40	  273.43	  261.39	TurboPackV
2552                      31	38.75	12.40	  276.52	  255.62	TurboFor
2552                      31	38.75	12.40	  116.21	  237.42	TurboPFor
2552                      31	38.75	12.40	  274.52	  222.72	TurboForDA
2552                      31	38.75	12.40	  117.19	  216.94	TurboPForDA
2552                      42	52.50	16.80	   23.03	  166.28	lz4
2552                      80	100.00	32.00	  351.19	  405.78	Copy
