6010                      35	25.74	 8.24	  156.12	  424.75	VSimple
6010                      36	26.47	 8.47	  411.02	  413.95	TurboVbyte
6010                      36	26.47	 8.47	  384.04	  387.10	MaskedVByte
6010                      36	26.47	 8.47	  314.96	  282.14	VbyteFPF
6010                      36	26.47	 8.47	  312.33	  280.24	SIMDPackFPF
6010                      45	33.09	10.59	  122.58	  532.67	VarintG8IU
6010                      47	34.56	11.06	  103.98	  223.21	TurboPFor
6010                      47	34.56	11.06	  104.57	  176.00	TurboPForDA
6010                      49	36.03	11.53	   38.68	  258.20	lz4
6010                      52	38.24	12.24	  367.35	  345.07	TurboPack
6010                      52	38.24	12.24	  367.21	  342.69	TurboPackV
6010                      52	38.24	12.24	  368.38	  309.80	TurboFor
6010                      52	38.24	12.24	  368.22	  300.43	TurboForDA
6010                     136	100.00	32.00	  537.36	  584.79	Copy
