7947                      14	29.17	 9.33	  189.48	  188.46	TurboVbyte
7947                      14	29.17	 9.33	  166.05	  164.89	VbyteFPF
7947                      14	29.17	 9.33	  164.30	  163.44	SIMDPackFPF
7947                      14	29.17	 9.33	  186.17	  149.39	MaskedVByte
7947                      18	37.50	12.00	   87.42	  222.20	VarintG8IU
7947                      21	43.75	14.00	  101.16	  182.85	VSimple
7947                      21	43.75	14.00	  157.33	  166.25	TurboForDA
7947                      21	43.75	14.00	   75.87	  160.00	TurboPForDA
7947                      21	43.75	14.00	  157.52	  150.63	TurboPackV
7947                      21	43.75	14.00	  157.61	  150.04	TurboPack
7947                      21	43.75	14.00	  157.27	  142.73	TurboFor
7947                      21	43.75	14.00	   75.74	  141.95	TurboPFor
7947                      26	54.17	17.33	   14.48	   85.34	lz4
7947                      48	100.00	32.00	  225.41	  236.40	Copy
