146                       12	30.00	 9.60	  156.73	  161.09	TurboVbyte
146                       12	30.00	 9.60	  142.95	  146.80	VbyteFPF
146                       12	30.00	 9.60	  142.10	  145.56	SIMDPackFPF
146                       12	30.00	 9.60	  158.52	  130.63	MaskedVByte
146                       13	32.50	10.40	  102.02	  150.60	VSimple
146                       16	40.00	12.80	  127.83	  144.19	TurboForDA
146                       16	40.00	12.80	   64.68	  140.16	TurboPForDA
146                       16	40.00	12.80	  128.12	  126.94	TurboPack
146                       16	40.00	12.80	  130.75	  125.43	TurboPackV
146                       16	40.00	12.80	   64.27	  125.25	TurboPFor
146                       16	40.00	12.80	  127.78	  117.70	TurboFor
146                       18	45.00	14.40	   78.93	  182.41	VarintG8IU
146                       23	57.50	18.40	   12.10	   75.25	lz4
146                       40	100.00	32.00	  168.75	  179.66	Copy
