8933                      12	30.00	 9.60	  158.07	  157.99	TurboVbyte
8933                      12	30.00	 9.60	  141.49	  139.68	SIMDPackFPF
8933                      12	30.00	 9.60	  143.12	  139.27	VbyteFPF
8933                      12	30.00	 9.60	  156.09	  130.28	MaskedVByte
8933                      13	32.50	10.40	  105.24	  158.88	VSimple
8933                      16	40.00	12.80	  133.00	  140.75	TurboForDA
8933                      16	40.00	12.80	   62.95	  133.27	TurboPForDA
8933                      16	40.00	12.80	  132.84	  126.98	TurboPack
8933                      16	40.00	12.80	  134.20	  126.74	TurboPackV
8933                      16	40.00	12.80	   62.80	  119.94	TurboPFor
8933                      16	40.00	12.80	  133.00	  118.70	TurboFor
8933                      18	45.00	14.40	   78.94	  181.54	VarintG8IU
8933                      23	57.50	18.40	   11.79	   73.88	lz4
8933                      40	100.00	32.00	  174.18	  184.13	Copy
