2660                      38	23.75	 7.60	  177.09	  416.78	VSimple
2660                      42	26.25	 8.40	  445.93	  448.22	TurboVbyte
2660                      42	26.25	 8.40	  385.21	  395.70	MaskedVByte
2660                      42	26.25	 8.40	  331.67	  299.35	VbyteFPF
2660                      42	26.25	 8.40	  331.07	  298.57	SIMDPackFPF
2660                      54	33.75	10.80	  125.49	  573.14	VarintG8IU
2660                      54	33.75	10.80	  115.07	  269.35	TurboPFor
2660                      54	33.75	10.80	  116.09	  190.64	TurboPForDA
2660                      58	36.25	11.60	   43.24	  245.06	lz4
2660                      61	38.12	12.20	  420.05	  413.98	TurboPack
2660                      61	38.12	12.20	  416.22	  411.35	TurboPackV
2660                      61	38.12	12.20	  419.13	  375.11	TurboFor
2660                      61	38.12	12.20	  418.86	  301.11	TurboForDA
2660                     160	100.00	32.00	  653.74	  702.03	Copy
