11031                     14	29.17	 9.33	  178.23	  184.05	TurboVbyte
11031                     14	29.17	 9.33	  161.23	  157.89	VbyteFPF
11031                     14	29.17	 9.33	  160.60	  157.88	SIMDPackFPF
11031                     14	29.17	 9.33	  182.43	  148.38	MaskedVByte
11031                     18	37.50	12.00	   85.91	  216.51	VarintG8IU
11031                     18	37.50	12.00	   90.33	  164.91	VSimple
11031                     19	39.58	12.67	  161.28	  161.82	TurboForDA
11031                     19	39.58	12.67	   77.52	  156.94	TurboPForDA
11031                     19	39.58	12.67	  163.30	  153.25	TurboPackV
11031                     19	39.58	12.67	  161.38	  152.90	TurboPack
11031                     19	39.58	12.67	  161.57	  152.86	TurboFor
11031                     19	39.58	12.67	   75.28	  143.03	TurboPFor
11031                     26	54.17	17.33	   14.02	   83.85	lz4
11031                     48	100.00	32.00	  211.11	  233.04	Copy
