9821                      12	30.00	 9.60	  159.19	  160.58	TurboVbyte
9821                      12	30.00	 9.60	  144.23	  146.18	VbyteFPF
9821                      12	30.00	 9.60	  142.73	  144.75	SIMDPackFPF
9821                      12	30.00	 9.60	  160.47	  132.87	MaskedVByte
9821                      13	32.50	10.40	  104.31	  158.32	VSimple
9821                      18	45.00	14.40	   79.68	  184.89	VarintG8IU
9821                      18	45.00	14.40	  139.41	  141.73	TurboForDA
9821                      18	45.00	14.40	   65.95	  141.08	TurboPForDA
9821                      18	45.00	14.40	  138.89	  133.04	TurboPack
9821                      18	45.00	14.40	  137.62	  130.48	TurboPackV
9821                      18	45.00	14.40	  139.55	  127.36	TurboFor
9821                      18	45.00	14.40	   65.64	  123.32	TurboPFor
9821                      23	57.50	18.40	   12.18	   74.99	lz4
9821                      40	100.00	32.00	  176.33	  181.48	Copy
