4702                      12	30.00	 9.60	  159.99	  163.90	TurboVbyte
4702                      12	30.00	 9.60	  146.11	  148.52	VbyteFPF
4702                      12	30.00	 9.60	  144.48	  146.71	SIMDPackFPF
4702                      12	30.00	 9.60	  163.64	  133.42	MaskedVByte
4702                      13	32.50	10.40	  104.19	  165.59	VSimple
4702                      18	45.00	14.40	   79.82	  187.84	VarintG8IU
4702                      18	45.00	14.40	  137.54	  146.49	TurboForDA
4702                      18	45.00	14.40	   66.32	  141.82	TurboPForDA
4702                      18	45.00	14.40	  137.51	  136.40	TurboPack
4702                      18	45.00	14.40	  139.09	  135.09	TurboPackV
4702                      18	45.00	14.40	  137.76	  125.59	TurboFor
4702                      18	45.00	14.40	   66.12	  125.01	TurboPFor
4702                      23	57.50	18.40	   12.30	   74.87	lz4
4702                      40	100.00	32.00	  171.56	  186.44	Copy
