3469                      18	25.00	 8.00	  139.02	  268.92	VSimple
3469                      20	27.78	 8.89	  252.58	  264.21	TurboVbyte
3469                      20	27.78	 8.89	  247.98	  218.89	MaskedVByte
3469                      20	27.78	 8.89	  217.49	  210.28	VbyteFPF
3469                      20	27.78	 8.89	  215.28	  208.69	SIMDPackFPF
3469                      27	37.50	12.00	  100.24	  321.63	VarintG8IU
3469                      31	43.06	13.78	  242.69	  243.26	TurboPack
3469                      31	43.06	13.78	  241.71	  242.17	TurboPackV
3469                      31	43.06	13.78	  242.48	  229.94	TurboFor
3469                      31	43.06	13.78	  109.18	  216.91	TurboPFor
3469                      31	43.06	13.78	  242.30	  214.99	TurboForDA
3469                      31	43.06	13.78	  109.60	  212.34	TurboPForDA
3469                      33	45.83	14.67	   20.76	  154.26	lz4
3469                      72	100.00	32.00	  296.32	  327.52	Copy
