5849                      23	23.96	 7.67	  148.30	  309.47	VSimple
5849                      26	27.08	 8.67	  313.95	  316.87	TurboVbyte
5849                      26	27.08	 8.67	  298.26	  255.19	MaskedVByte
5849                      26	27.08	 8.67	  251.75	  215.02	VbyteFPF
5849                      26	27.08	 8.67	  250.08	  213.57	SIMDPackFPF
5849                      36	37.50	12.00	  112.13	  379.93	VarintG8IU
5849                      36	37.50	12.00	   91.20	  210.43	TurboPFor
5849                      36	37.50	12.00	   91.61	  162.62	TurboPForDA
5849                      37	38.54	12.33	  299.17	  303.05	TurboPackV
5849                      37	38.54	12.33	  304.64	  302.33	TurboPack
5849                      37	38.54	12.33	  304.50	  283.44	TurboFor
5849                      37	38.54	12.33	  304.74	  247.27	TurboForDA
5849                      41	42.71	13.67	   27.19	  153.87	lz4
5849                      96	100.00	32.00	  417.89	  446.51	Copy
