3377                      12	30.00	 9.60	  153.57	  157.99	TurboVbyte
3377                      12	30.00	 9.60	  143.17	  140.28	VbyteFPF
3377                      12	30.00	 9.60	  141.63	  139.60	SIMDPackFPF
3377                      12	30.00	 9.60	  156.58	  128.26	MaskedVByte
3377                      13	32.50	10.40	  104.08	  157.40	VSimple
3377                      18	45.00	14.40	   77.87	  180.83	VarintG8IU
3377                      18	45.00	14.40	  137.56	  137.71	TurboForDA
3377                      18	45.00	14.40	   61.95	  134.51	TurboPForDA
3377                      18	45.00	14.40	  134.84	  132.58	TurboPack
3377                      18	45.00	14.40	  130.53	  129.95	TurboPackV
3377                      18	45.00	14.40	  125.99	  123.38	TurboFor
3377                      18	45.00	14.40	   65.20	  116.54	TurboPFor
3377                      23	57.50	18.40	   12.18	   74.19	lz4
3377                      40	100.00	32.00	  150.87	  157.61	Copy
