9266                      16	28.57	 9.14	  207.65	  208.33	TurboVbyte
9266                      16	28.57	 9.14	  182.24	  179.60	VbyteFPF
9266                      16	28.57	 9.14	  180.80	  178.35	SIMDPackFPF
9266                      16	28.57	 9.14	  210.64	  168.32	MaskedVByte
9266                      18	32.14	10.29	   93.63	  255.59	VarintG8IU
9266                      18	32.14	10.29	  116.92	  207.71	VSimple
9266                      24	42.86	13.71	  182.87	  186.81	TurboPack
9266                      24	42.86	13.71	  183.33	  183.38	TurboPackV
9266                      24	42.86	13.71	  182.08	  179.66	TurboFor
9266                      24	42.86	13.71	  182.46	  177.01	TurboForDA
9266                      24	42.86	13.71	   87.49	  176.66	TurboPForDA
9266                      24	42.86	13.71	   87.00	  171.91	TurboPFor
9266                      28	50.00	16.00	   16.69	   96.19	lz4
9266                      56	100.00	32.00	  242.92	  255.06	Copy
