2448                      14	29.17	 9.33	  185.05	  185.19	TurboVbyte
2448                      14	29.17	 9.33	  160.76	  163.45	VbyteFPF
2448                      14	29.17	 9.33	  160.89	  162.26	SIMDPackFPF
2448                      14	29.17	 9.33	  178.82	  144.30	MaskedVByte
2448                      18	37.50	12.00	   86.00	  215.90	VarintG8IU
2448                      18	37.50	12.00	   90.21	  176.65	VSimple
2448                      19	39.58	12.67	  154.52	  160.83	TurboForDA
2448                      19	39.58	12.67	   76.76	  160.00	TurboPForDA
2448                      19	39.58	12.67	  154.47	  152.11	TurboPack
2448                      19	39.58	12.67	  155.92	  150.72	TurboPackV
2448                      19	39.58	12.67	   76.24	  147.24	TurboPFor
2448                      19	39.58	12.67	  154.52	  141.25	TurboFor
2448                      26	54.17	17.33	   14.24	   84.49	lz4
2448                      48	100.00	32.00	  218.85	  232.42	Copy
