5851                      11	34.38	11.00	  128.14	  131.21	TurboVbyte
5851                      11	34.38	11.00	  120.08	  122.48	VbyteFPF
5851                      11	34.38	11.00	  118.68	  121.29	SIMDPackFPF
5851                      11	34.38	11.00	  129.41	  108.60	MaskedVByte
5851                      13	40.62	13.00	  111.02	  122.28	TurboForDA
5851                      13	40.62	13.00	   53.49	  117.73	TurboPForDA
5851                      13	40.62	13.00	  110.94	  101.49	TurboPack
5851                      13	40.62	13.00	  111.34	  100.48	TurboPackV
5851                      13	40.62	13.00	   53.33	   98.43	TurboPFor
5851                      13	40.62	13.00	  110.05	   94.52	TurboFor
5851                      16	50.00	16.00	   81.00	  135.10	VSimple
5851                      18	56.25	18.00	   70.43	  147.03	VarintG8IU
5851                      20	62.50	20.00	   10.09	   62.46	lz4
5851                      32	100.00	32.00	  152.12	  162.81	Copy
