2879                      10	31.25	10.00	  128.69	  129.96	TurboVbyte
2879                      10	31.25	10.00	  120.28	  119.47	VbyteFPF
2879                      10	31.25	10.00	  119.75	  118.95	SIMDPackFPF
2879                      10	31.25	10.00	  129.31	  108.60	MaskedVByte
2879                      13	40.62	13.00	   88.94	  122.06	VSimple
2879                      14	43.75	14.00	  106.41	  119.83	TurboForDA
2879                      14	43.75	14.00	   53.21	  115.26	TurboPForDA
2879                      14	43.75	14.00	  108.04	  100.85	TurboPackV
2879                      14	43.75	14.00	  106.40	  100.01	TurboPack
2879                      14	43.75	14.00	   52.95	   94.64	TurboPFor
2879                      14	43.75	14.00	  106.35	   93.90	TurboFor
2879                      18	56.25	18.00	   70.53	  145.95	VarintG8IU
2879                      20	62.50	20.00	    9.84	   65.15	lz4
2879                      32	100.00	32.00	  152.37	  157.78	Copy
