10146                     10	31.25	10.00	  134.13	  135.02	TurboVbyte
10146                     10	31.25	10.00	  124.04	  123.47	VbyteFPF
10146                     10	31.25	10.00	  122.58	  122.50	SIMDPackFPF
10146                     10	31.25	10.00	  131.88	  111.70	MaskedVByte
10146                     13	40.62	13.00	  108.48	  124.70	TurboForDA
10146                     13	40.62	13.00	   52.53	  119.26	TurboPForDA
10146                     13	40.62	13.00	  108.51	  104.26	TurboPack
10146                     13	40.62	13.00	  109.76	  102.92	TurboPackV
10146                     13	40.62	13.00	   52.28	   97.00	TurboPFor
10146                     13	40.62	13.00	  108.60	   95.79	TurboFor
10146                     16	50.00	16.00	   82.25	  143.68	VSimple
10146                     18	56.25	18.00	   70.02	  149.78	VarintG8IU
10146                     20	62.50	20.00	    9.53	   63.78	lz4
10146                     32	100.00	32.00	  146.45	  151.47	Copy
