3055                      27	21.09	 6.75	  152.62	  384.45	VSimple
3055                      34	26.56	 8.50	  398.86	  401.10	TurboVbyte
3055                      34	26.56	 8.50	  383.65	  370.30	MaskedVByte
3055                      34	26.56	 8.50	  302.40	  284.81	SIMDPackFPF
3055                      34	26.56	 8.50	  304.47	  276.14	VbyteFPF
3055                      40	31.25	10.00	  112.52	  288.31	TurboPFor
3055                      40	31.25	10.00	  113.44	  197.94	TurboPForDA
3055                      45	35.16	11.25	  122.95	  505.89	VarintG8IU
3055                      46	35.94	11.50	   37.07	  263.85	lz4
3055                      49	38.28	12.25	  409.33	  405.75	TurboPack
3055                      49	38.28	12.25	  397.86	  403.11	TurboPackV
3055                      49	38.28	12.25	  406.25	  379.00	TurboFor
3055                      49	38.28	12.25	  408.83	  296.76	TurboForDA
3055                     128	100.00	32.00	  532.11	  560.71	Copy
