8038                      10	31.25	10.00	  127.83	  131.88	TurboVbyte
8038                      10	31.25	10.00	  120.89	  121.52	VbyteFPF
8038                      10	31.25	10.00	  119.21	  120.86	SIMDPackFPF
8038                      10	31.25	10.00	  129.12	  108.52	MaskedVByte
8038                      13	40.62	13.00	  111.15	  122.77	TurboForDA
8038                      13	40.62	13.00	   50.43	  114.40	TurboPForDA
8038                      13	40.62	13.00	  110.58	  105.51	TurboPack
8038                      13	40.62	13.00	  111.14	  102.88	TurboPackV
8038                      13	40.62	13.00	  110.79	   98.96	TurboFor
8038                      13	40.62	13.00	   53.08	   91.26	TurboPFor
8038                      16	50.00	16.00	   84.33	  135.16	VSimple
8038                      18	56.25	18.00	   69.52	  147.05	VarintG8IU
8038                      20	62.50	20.00	    9.78	   65.47	lz4
8038                      32	100.00	32.00	  148.26	  159.37	Copy
